id,Gender,Customer_Type,Age,Age_Category,Type_of_Travel,Class,Flight_Distance,Flight_Distance_Category,Inflight_wifi_service,Departure_Arrival_time_convenient,Ease_of_Online_booking,Gate_location,Food_and_drink,Online_boarding,Seat_comfort,Inflight_entertainment,On_board_service,Leg_room_service,Baggage_handling,Checkin_service,Inflight_service,Cleanliness,Departure_Delay_in_Minutes,Departure_Delay_Category,Arrival_Delay_in_Minutes,Satisfaction
14794,Female,Loyal Customer,48,Adolescent,Business travel,Eco,95,Short-Haul,5,3,3,3,1,2,1,5,5,5,5,1,5,2,0,Minor Delay,0,satisfied
49480,Female,Loyal Customer,42,Adolescent,Business travel,Business,266,Short-Haul,1,1,1,1,4,3,4,4,4,4,4,2,4,1,0,Minor Delay,0,satisfied
120440,Male,Disloyal Customer,15,Children,Business travel,Eco,449,Short-Haul,1,4,1,2,3,1,4,3,1,3,5,4,5,3,0,Minor Delay,0,neutral or dissatisfied
55823,Female,Disloyal Customer,49,Adolescent,Business travel,Business,1416,Short-Haul,3,4,4,2,2,3,2,2,4,2,5,5,4,2,0,Minor Delay,0,neutral or dissatisfied
107792,Male,Loyal Customer,41,Adolescent,Business travel,Business,2388,Long-Haul,2,2,2,2,5,5,4,4,4,4,4,5,4,5,29,Minor Delay,18,satisfied
80531,Male,Loyal Customer,43,Adolescent,Business travel,Business,1678,Long-Haul,1,1,2,1,3,4,4,2,2,2,2,4,2,5,0,Minor Delay,0,satisfied
128145,Male,Loyal Customer,60,Old,Business travel,Business,1972,Long-Haul,5,5,2,5,4,3,5,5,5,5,5,5,5,3,0,Minor Delay,0,satisfied
63370,Female,Loyal Customer,42,Adolescent,Personal Travel,Eco,337,Short-Haul,4,1,4,3,3,3,3,3,3,4,1,2,3,2,0,Minor Delay,0,satisfied
12452,Female,Loyal Customer,8,Children,Personal Travel,Eco,253,Short-Haul,3,3,3,1,4,3,4,4,5,5,2,4,3,4,0,Minor Delay,0,neutral or dissatisfied
16145,Female,Loyal Customer,42,Adolescent,Business travel,Eco,212,Short-Haul,5,3,3,3,5,3,5,5,5,5,5,5,5,2,82,Severe Delay,72,satisfied
44418,Male,Disloyal Customer,18,Adolescent,Business travel,Eco Plus,342,Short-Haul,1,1,1,3,3,1,3,3,2,1,4,1,3,3,32,Moderate Delay,41,neutral or dissatisfied
95746,Male,Loyal Customer,47,Adolescent,Business travel,Business,3556,Long-Haul,2,2,2,2,3,5,3,5,5,5,5,3,5,4,0,Minor Delay,0,satisfied
41134,Female,Disloyal Customer,27,Adolescent,Business travel,Eco,191,Short-Haul,4,4,4,4,5,4,5,5,2,1,3,2,3,5,16,Minor Delay,12,neutral or dissatisfied
3214,Female,Loyal Customer,67,Old,Personal Travel,Eco Plus,693,Short-Haul,3,1,3,1,5,1,2,1,1,3,1,1,1,4,100,Severe Delay,91,neutral or dissatisfied
74101,Male,Disloyal Customer,38,Adolescent,Business travel,Business,641,Short-Haul,5,5,5,3,2,5,2,2,5,5,4,3,5,2,0,Minor Delay,0,satisfied
106220,Female,Disloyal Customer,20,Adolescent,Business travel,Eco,471,Short-Haul,4,5,4,4,3,4,3,3,4,3,4,5,4,3,0,Minor Delay,0,neutral or dissatisfied
88134,Female,Loyal Customer,60,Old,Business travel,Business,3823,Long-Haul,2,2,1,2,4,4,4,5,5,4,5,3,5,3,1,Minor Delay,0,satisfied
64475,Male,Disloyal Customer,23,Adolescent,Business travel,Business,282,Short-Haul,4,5,4,1,4,4,4,4,3,3,5,3,4,4,9,Minor Delay,1,satisfied
123812,Male,Disloyal Customer,25,Adolescent,Business travel,Business,544,Short-Haul,3,5,3,1,2,3,2,2,4,2,5,4,4,2,0,Minor Delay,0,neutral or dissatisfied
88893,Female,Loyal Customer,38,Adolescent,Business travel,Business,2955,Long-Haul,3,3,3,3,3,5,5,4,4,4,4,3,4,3,0,Minor Delay,0,satisfied
31244,Female,Loyal Customer,40,Adolescent,Business travel,Business,2806,Long-Haul,1,1,1,1,3,1,5,5,5,5,5,5,5,5,0,Minor Delay,4,satisfied
97762,Male,Loyal Customer,19,Adolescent,Personal Travel,Eco,587,Short-Haul,3,4,3,5,1,3,1,1,5,3,5,4,4,1,0,Minor Delay,0,neutral or dissatisfied
59851,Female,Loyal Customer,61,Old,Business travel,Business,2073,Long-Haul,3,3,3,3,4,5,4,4,4,4,4,4,4,5,6,Minor Delay,0,satisfied
25137,Male,Loyal Customer,44,Adolescent,Personal Travel,Eco,1249,Short-Haul,3,4,3,3,5,3,5,5,5,2,3,4,4,5,25,Minor Delay,6,neutral or dissatisfied
18412,Female,Loyal Customer,22,Adolescent,Personal Travel,Eco,284,Short-Haul,3,5,3,1,3,3,3,3,4,5,5,3,5,3,34,Moderate Delay,35,neutral or dissatisfied
87192,Female,Disloyal Customer,8,Children,Business travel,Eco,946,Short-Haul,2,2,2,2,3,2,3,3,1,5,3,4,3,3,2,Minor Delay,0,neutral or dissatisfied
127062,Female,Loyal Customer,45,Adolescent,Business travel,Business,3947,Long-Haul,3,4,4,4,3,4,4,3,3,3,3,4,3,3,25,Minor Delay,16,neutral or dissatisfied
112169,Male,Loyal Customer,46,Adolescent,Personal Travel,Eco,895,Short-Haul,4,5,4,1,1,4,1,1,2,1,3,3,5,1,40,Moderate Delay,25,satisfied
127798,Female,Loyal Customer,54,Adolescent,Business travel,Business,1634,Long-Haul,3,2,5,2,4,4,4,3,3,3,3,3,3,1,90,Severe Delay,77,neutral or dissatisfied
91778,Male,Loyal Customer,62,Old,Personal Travel,Eco,588,Short-Haul,2,1,1,2,1,1,1,1,1,4,3,2,3,1,0,Minor Delay,0,neutral or dissatisfied
42609,Female,Loyal Customer,25,Adolescent,Business travel,Business,2533,Long-Haul,5,5,5,5,2,2,2,2,5,1,2,1,3,2,0,Minor Delay,0,satisfied
67482,Female,Loyal Customer,32,Adolescent,Personal Travel,Eco,641,Short-Haul,3,4,3,2,2,3,2,2,4,5,4,5,4,2,0,Minor Delay,0,neutral or dissatisfied
91108,Female,Loyal Customer,65,Old,Personal Travel,Eco,581,Short-Haul,4,4,4,2,4,4,4,1,1,4,1,4,1,5,1,Minor Delay,3,neutral or dissatisfied
102318,Male,Disloyal Customer,40,Adolescent,Business travel,Business,223,Short-Haul,2,2,2,4,2,2,2,2,4,4,4,3,5,2,0,Minor Delay,0,neutral or dissatisfied
51281,Female,Loyal Customer,30,Adolescent,Business travel,Eco Plus,326,Short-Haul,0,0,0,5,2,0,2,2,4,1,3,4,5,2,0,Minor Delay,0,satisfied
6528,Female,Loyal Customer,67,Old,Personal Travel,Eco,599,Short-Haul,3,1,3,2,1,1,2,3,3,3,3,2,3,1,0,Minor Delay,0,neutral or dissatisfied
121232,Male,Loyal Customer,51,Adolescent,Business travel,Business,2075,Long-Haul,5,5,5,5,2,5,5,5,5,5,5,3,5,3,0,Minor Delay,0,satisfied
72478,Female,Loyal Customer,47,Adolescent,Business travel,Business,964,Short-Haul,5,5,4,5,5,4,5,5,5,5,5,4,5,3,1,Minor Delay,3,satisfied
122788,Female,Loyal Customer,38,Adolescent,Business travel,Eco,599,Short-Haul,1,4,4,4,1,1,1,1,2,3,3,3,3,1,8,Minor Delay,0,neutral or dissatisfied
5528,Male,Loyal Customer,54,Adolescent,Business travel,Business,3138,Long-Haul,1,1,1,1,5,5,4,4,4,4,4,3,4,4,0,Minor Delay,0,satisfied
107726,Female,Loyal Customer,57,Adolescent,Personal Travel,Eco,251,Short-Haul,1,5,0,5,3,2,3,1,1,0,3,5,1,3,0,Minor Delay,4,neutral or dissatisfied
72606,Male,Loyal Customer,13,Children,Personal Travel,Eco,1119,Short-Haul,1,5,1,3,2,1,2,2,3,4,4,5,5,2,0,Minor Delay,0,neutral or dissatisfied
75522,Female,Disloyal Customer,20,Adolescent,Business travel,Eco,337,Short-Haul,4,0,4,3,4,4,4,4,3,5,4,4,5,4,0,Minor Delay,0,satisfied
125687,Female,Loyal Customer,45,Adolescent,Business travel,Business,759,Short-Haul,2,2,2,2,2,2,1,2,2,2,2,3,2,4,23,Minor Delay,94,neutral or dissatisfied
79908,Female,Loyal Customer,51,Adolescent,Business travel,Business,2344,Long-Haul,2,2,2,2,3,4,5,3,3,3,3,3,3,3,0,Minor Delay,0,satisfied
117345,Male,Disloyal Customer,25,Adolescent,Business travel,Business,296,Short-Haul,0,0,0,3,2,0,2,2,4,4,4,5,5,2,0,Minor Delay,0,satisfied
73465,Female,Loyal Customer,39,Adolescent,Personal Travel,Eco,1005,Short-Haul,1,4,2,3,2,1,5,5,2,4,5,5,4,5,168,Severe Delay,163,neutral or dissatisfied
95851,Female,Loyal Customer,46,Adolescent,Business travel,Business,580,Short-Haul,3,3,3,3,3,5,4,4,4,4,4,3,4,5,18,Minor Delay,16,satisfied
44992,Male,Loyal Customer,53,Adolescent,Business travel,Eco,359,Short-Haul,1,3,3,3,1,1,1,1,1,2,3,4,4,1,0,Minor Delay,0,neutral or dissatisfied
70631,Female,Loyal Customer,61,Old,Personal Travel,Eco,1217,Short-Haul,0,4,0,1,5,5,5,4,4,0,4,4,4,4,0,Minor Delay,0,satisfied
13761,Female,Loyal Customer,61,Old,Business travel,Eco Plus,384,Short-Haul,4,5,5,5,3,3,2,4,4,4,4,3,4,5,96,Severe Delay,102,satisfied
74968,Male,Loyal Customer,16,Children,Personal Travel,Eco,2586,Long-Haul,3,5,3,4,4,3,4,4,5,2,4,5,4,4,45,Moderate Delay,42,neutral or dissatisfied
12371,Female,Loyal Customer,44,Adolescent,Business travel,Business,2903,Long-Haul,2,1,1,1,2,3,3,2,2,2,2,3,2,1,0,Minor Delay,1,neutral or dissatisfied
8378,Female,Loyal Customer,17,Children,Business travel,Business,3170,Long-Haul,5,5,5,5,5,5,5,5,1,3,3,1,5,5,16,Minor Delay,0,satisfied
82080,Female,Loyal Customer,50,Adolescent,Business travel,Eco,1276,Short-Haul,2,2,2,2,4,2,3,2,2,2,2,1,2,1,35,Moderate Delay,49,neutral or dissatisfied
107972,Female,Disloyal Customer,40,Adolescent,Business travel,Business,825,Short-Haul,4,4,4,3,5,4,5,5,5,3,4,3,5,5,0,Minor Delay,4,satisfied
101228,Male,Loyal Customer,47,Adolescent,Business travel,Business,2204,Long-Haul,5,5,5,5,4,4,4,2,2,2,2,4,2,3,6,Minor Delay,0,satisfied
85577,Female,Loyal Customer,80,Old,Business travel,Business,3464,Long-Haul,1,1,1,1,2,4,4,4,4,4,4,5,4,4,0,Minor Delay,0,satisfied
2717,Female,Loyal Customer,38,Adolescent,Personal Travel,Eco,562,Short-Haul,5,3,5,3,4,5,4,4,1,1,3,4,3,4,0,Minor Delay,0,satisfied
88529,Male,Loyal Customer,31,Adolescent,Personal Travel,Eco,404,Short-Haul,5,1,5,3,3,5,3,3,4,2,4,4,4,3,0,Minor Delay,0,satisfied
91613,Male,Loyal Customer,59,Adolescent,Business travel,Business,1199,Short-Haul,4,2,2,2,5,4,4,4,4,4,4,3,4,1,0,Minor Delay,15,neutral or dissatisfied
88865,Female,Loyal Customer,22,Adolescent,Business travel,Business,1968,Long-Haul,4,4,4,4,4,4,4,4,1,2,3,4,4,4,0,Minor Delay,0,neutral or dissatisfied
96960,Female,Loyal Customer,53,Adolescent,Business travel,Business,2560,Long-Haul,5,5,5,5,5,4,5,3,3,3,3,3,3,3,0,Minor Delay,3,satisfied
51191,Female,Loyal Customer,56,Adolescent,Business travel,Eco Plus,308,Short-Haul,4,2,2,2,5,3,4,4,4,4,4,5,4,2,0,Minor Delay,0,satisfied
9461,Female,Loyal Customer,48,Adolescent,Personal Travel,Eco,362,Short-Haul,4,4,5,3,2,4,5,3,3,5,3,5,3,4,0,Minor Delay,0,neutral or dissatisfied
66384,Male,Disloyal Customer,38,Adolescent,Business travel,Business,1562,Long-Haul,3,3,3,5,2,3,2,2,5,2,5,3,4,2,2,Minor Delay,25,neutral or dissatisfied
41934,Male,Loyal Customer,64,Old,Personal Travel,Eco,129,Short-Haul,1,0,1,2,1,1,1,1,3,2,5,4,4,1,13,Minor Delay,9,neutral or dissatisfied
25381,Male,Loyal Customer,67,Old,Personal Travel,Eco,591,Short-Haul,2,4,2,3,5,2,3,5,4,4,4,3,5,5,0,Minor Delay,0,neutral or dissatisfied
14757,Female,Loyal Customer,62,Old,Business travel,Business,3692,Long-Haul,2,2,4,2,3,4,2,4,4,4,4,1,4,2,0,Minor Delay,0,satisfied
94013,Male,Loyal Customer,57,Adolescent,Business travel,Business,1859,Long-Haul,1,1,1,1,2,5,5,4,4,4,4,5,4,5,16,Minor Delay,15,satisfied
80107,Female,Disloyal Customer,27,Adolescent,Business travel,Eco,986,Short-Haul,2,1,1,3,1,2,1,1,1,5,1,1,3,1,24,Minor Delay,32,neutral or dissatisfied
23590,Female,Disloyal Customer,25,Adolescent,Business travel,Eco,1024,Short-Haul,1,1,1,3,5,1,5,5,1,4,4,1,4,5,13,Minor Delay,11,neutral or dissatisfied
110384,Female,Loyal Customer,52,Adolescent,Business travel,Eco,919,Short-Haul,3,4,4,4,3,2,2,3,3,3,3,1,3,1,85,Severe Delay,72,neutral or dissatisfied
15069,Female,Loyal Customer,45,Adolescent,Business travel,Eco Plus,576,Short-Haul,4,2,2,2,3,1,3,4,4,4,4,5,4,2,0,Minor Delay,0,satisfied
17128,Female,Disloyal Customer,23,Adolescent,Business travel,Eco,423,Short-Haul,3,3,3,3,1,3,1,1,2,2,3,3,3,1,6,Minor Delay,13,neutral or dissatisfied
54060,Male,Loyal Customer,55,Adolescent,Business travel,Eco,1416,Short-Haul,5,2,2,2,5,5,5,5,4,3,5,2,5,5,1,Minor Delay,0,satisfied
129240,Male,Loyal Customer,53,Adolescent,Business travel,Business,1464,Short-Haul,3,2,2,2,5,4,4,3,3,3,3,3,3,3,0,Minor Delay,0,neutral or dissatisfied
97165,Female,Loyal Customer,9,Children,Personal Travel,Eco,715,Short-Haul,4,4,4,3,1,4,1,1,5,4,4,4,4,1,11,Minor Delay,4,satisfied
111696,Male,Loyal Customer,33,Adolescent,Business travel,Business,541,Short-Haul,2,2,3,2,4,4,4,4,5,2,5,3,4,4,86,Severe Delay,85,satisfied
1887,Male,Disloyal Customer,64,Old,Business travel,Business,293,Short-Haul,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,Minor Delay,0,neutral or dissatisfied
89086,Female,Disloyal Customer,8,Children,Business travel,Eco,2092,Long-Haul,2,3,3,3,4,2,4,4,4,3,3,3,3,4,26,Minor Delay,23,neutral or dissatisfied
35485,Male,Loyal Customer,34,Adolescent,Personal Travel,Eco,1053,Short-Haul,4,4,4,1,3,4,3,3,3,2,5,3,5,3,34,Moderate Delay,15,neutral or dissatisfied
35719,Male,Loyal Customer,59,Adolescent,Personal Travel,Eco,2521,Long-Haul,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,Minor Delay,2,neutral or dissatisfied
85669,Female,Loyal Customer,13,Children,Business travel,Business,2544,Long-Haul,3,1,3,3,3,3,3,3,4,3,4,3,3,3,0,Minor Delay,0,neutral or dissatisfied
1137,Male,Loyal Customer,44,Adolescent,Personal Travel,Eco,158,Short-Haul,4,4,4,2,2,4,2,2,2,5,1,4,5,2,0,Minor Delay,0,neutral or dissatisfied
8358,Male,Loyal Customer,54,Adolescent,Business travel,Business,1741,Long-Haul,1,1,1,1,4,4,5,4,4,4,4,4,4,3,0,Minor Delay,0,satisfied
17217,Male,Loyal Customer,36,Adolescent,Business travel,Business,2651,Long-Haul,4,4,4,4,3,4,4,5,5,5,5,5,5,3,10,Minor Delay,0,satisfied
44847,Female,Loyal Customer,11,Children,Personal Travel,Eco,760,Short-Haul,3,5,3,1,5,3,5,5,3,5,5,4,4,5,102,Severe Delay,88,neutral or dissatisfied
96673,Female,Loyal Customer,32,Adolescent,Personal Travel,Eco,1036,Short-Haul,1,5,1,2,5,1,5,5,5,5,5,5,4,5,12,Minor Delay,9,neutral or dissatisfied
80152,Male,Loyal Customer,42,Adolescent,Business travel,Eco,2586,Long-Haul,1,3,3,3,1,1,1,3,5,2,3,1,4,1,0,Minor Delay,0,neutral or dissatisfied
82277,Female,Disloyal Customer,27,Adolescent,Business travel,Eco,1081,Short-Haul,1,1,1,4,2,1,2,2,1,5,3,3,1,2,4,Minor Delay,0,neutral or dissatisfied
123927,Male,Loyal Customer,33,Adolescent,Personal Travel,Eco,646,Short-Haul,2,4,2,3,3,2,3,3,4,1,3,2,5,3,1,Minor Delay,0,neutral or dissatisfied
115766,Female,Loyal Customer,28,Adolescent,Business travel,Business,308,Short-Haul,1,3,3,3,1,1,1,1,3,3,3,3,3,1,0,Minor Delay,0,neutral or dissatisfied
21134,Male,Loyal Customer,44,Adolescent,Personal Travel,Eco,227,Short-Haul,4,5,0,1,2,0,2,2,3,4,4,5,5,2,0,Minor Delay,0,satisfied
112062,Male,Disloyal Customer,49,Adolescent,Business travel,Eco,1754,Long-Haul,3,3,3,3,4,3,5,4,1,4,3,4,4,4,33,Moderate Delay,28,neutral or dissatisfied
28643,Male,Loyal Customer,59,Adolescent,Business travel,Business,2176,Long-Haul,2,3,2,2,3,5,2,5,5,5,5,4,5,4,5,Minor Delay,0,satisfied
108010,Male,Disloyal Customer,20,Adolescent,Business travel,Business,271,Short-Haul,0,0,0,1,1,0,1,1,5,4,4,4,4,1,0,Minor Delay,0,satisfied
92145,Female,Loyal Customer,46,Adolescent,Business travel,Business,1522,Long-Haul,3,2,3,3,3,5,4,4,4,4,4,3,4,5,0,Minor Delay,0,satisfied
115846,Male,Loyal Customer,36,Adolescent,Business travel,Eco,325,Short-Haul,5,5,5,5,5,5,5,5,1,5,3,1,3,5,0,Minor Delay,0,satisfied
99685,Female,Loyal Customer,62,Old,Business travel,Business,3217,Long-Haul,2,2,2,2,5,4,4,4,4,4,4,4,4,5,19,Minor Delay,16,satisfied
112072,Male,Loyal Customer,59,Adolescent,Business travel,Business,1491,Short-Haul,3,3,3,3,2,4,4,3,3,2,3,4,3,3,15,Minor Delay,14,satisfied
119226,Female,Loyal Customer,29,Adolescent,Personal Travel,Eco,331,Short-Haul,3,4,3,4,3,3,3,3,5,4,2,2,4,3,0,Minor Delay,0,neutral or dissatisfied
115925,Female,Disloyal Customer,41,Adolescent,Business travel,Business,371,Short-Haul,2,2,2,1,1,2,1,1,4,4,2,1,1,1,35,Moderate Delay,30,neutral or dissatisfied
106552,Male,Loyal Customer,7,Children,Personal Travel,Eco,727,Short-Haul,1,5,1,3,4,1,4,4,4,1,1,5,4,4,0,Minor Delay,0,neutral or dissatisfied
25126,Female,Loyal Customer,65,Old,Personal Travel,Business,1249,Short-Haul,3,5,3,2,4,4,4,3,3,3,3,4,3,5,40,Moderate Delay,44,neutral or dissatisfied
33426,Male,Loyal Customer,50,Adolescent,Business travel,Business,2614,Long-Haul,2,2,2,2,5,4,4,2,4,4,2,4,2,4,0,Minor Delay,9,satisfied
125844,Female,Loyal Customer,20,Adolescent,Business travel,Eco,951,Short-Haul,2,3,3,3,2,2,4,2,3,5,3,1,4,2,57,Moderate Delay,41,neutral or dissatisfied
70328,Female,Loyal Customer,58,Adolescent,Business travel,Business,2498,Long-Haul,3,3,3,3,4,4,4,5,5,5,5,4,5,3,0,Minor Delay,0,satisfied
88847,Female,Loyal Customer,45,Adolescent,Personal Travel,Eco Plus,545,Short-Haul,2,5,2,2,4,1,1,2,2,2,4,4,2,3,14,Minor Delay,20,neutral or dissatisfied
108398,Male,Loyal Customer,46,Adolescent,Personal Travel,Eco Plus,1838,Long-Haul,1,5,1,3,5,1,5,5,3,2,5,4,5,5,0,Minor Delay,0,neutral or dissatisfied
97316,Female,Loyal Customer,43,Adolescent,Business travel,Business,3724,Long-Haul,3,3,3,3,4,4,5,5,5,5,5,4,5,3,19,Minor Delay,7,satisfied
124811,Male,Disloyal Customer,26,Adolescent,Business travel,Business,280,Short-Haul,2,2,2,2,2,2,2,2,2,3,2,2,3,2,0,Minor Delay,6,neutral or dissatisfied
23012,Male,Loyal Customer,41,Adolescent,Business travel,Eco Plus,641,Short-Haul,5,1,1,1,5,5,5,5,3,4,3,5,5,5,0,Minor Delay,0,satisfied
18088,Female,Loyal Customer,50,Adolescent,Personal Travel,Eco,488,Short-Haul,3,5,3,1,3,4,5,5,5,3,5,5,5,3,0,Minor Delay,0,neutral or dissatisfied
37982,Male,Loyal Customer,38,Adolescent,Personal Travel,Business,1237,Short-Haul,3,4,3,1,4,3,4,5,5,3,5,5,5,5,6,Minor Delay,0,neutral or dissatisfied
31332,Female,Disloyal Customer,38,Adolescent,Business travel,Eco,1062,Short-Haul,1,1,1,2,3,1,3,3,4,1,4,5,3,3,0,Minor Delay,0,neutral or dissatisfied
97455,Female,Loyal Customer,55,Adolescent,Business travel,Business,2699,Long-Haul,2,2,2,2,2,5,4,3,3,3,3,4,3,4,0,Minor Delay,3,satisfied
28901,Female,Loyal Customer,49,Adolescent,Business travel,Business,679,Short-Haul,1,1,1,1,2,5,4,4,4,4,4,2,4,1,51,Moderate Delay,71,satisfied
107606,Male,Disloyal Customer,33,Adolescent,Business travel,Business,423,Short-Haul,4,4,4,3,4,4,4,4,3,2,4,5,5,4,0,Minor Delay,5,neutral or dissatisfied
53258,Female,Loyal Customer,57,Adolescent,Business travel,Business,4817,Long-Haul,4,4,4,4,5,5,5,3,3,4,4,5,4,5,0,Minor Delay,19,satisfied
14292,Female,Loyal Customer,35,Adolescent,Business travel,Business,3833,Long-Haul,3,3,3,3,3,2,3,5,5,5,5,4,5,4,0,Minor Delay,3,satisfied
68232,Female,Loyal Customer,40,Adolescent,Business travel,Business,2559,Long-Haul,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,Minor Delay,0,satisfied
51224,Female,Disloyal Customer,37,Adolescent,Business travel,Eco Plus,373,Short-Haul,4,4,4,4,3,4,3,3,4,4,1,1,1,3,0,Minor Delay,0,neutral or dissatisfied
121386,Female,Loyal Customer,52,Adolescent,Personal Travel,Eco,2279,Long-Haul,2,5,2,3,2,4,2,5,3,4,5,2,4,2,17,Minor Delay,79,neutral or dissatisfied
31668,Male,Loyal Customer,41,Adolescent,Business travel,Eco,862,Short-Haul,2,2,2,2,2,2,2,2,3,5,2,3,3,2,0,Minor Delay,0,satisfied
24628,Female,Loyal Customer,14,Children,Personal Travel,Eco,666,Short-Haul,3,3,3,2,3,1,1,4,2,1,5,1,4,1,243,Severe Delay,251,neutral or dissatisfied
95876,Female,Loyal Customer,32,Adolescent,Business travel,Business,759,Short-Haul,2,2,2,2,5,4,5,5,3,5,4,4,4,5,0,Minor Delay,0,satisfied
62793,Male,Loyal Customer,11,Children,Personal Travel,Eco,2338,Long-Haul,2,4,2,3,2,1,1,3,2,4,5,1,4,1,152,Severe Delay,151,neutral or dissatisfied
83516,Male,Loyal Customer,12,Children,Personal Travel,Eco,946,Short-Haul,1,3,1,5,2,1,2,2,1,3,2,2,3,2,0,Minor Delay,0,neutral or dissatisfied
13221,Male,Loyal Customer,41,Adolescent,Business travel,Eco,772,Short-Haul,4,3,3,3,4,4,4,4,2,1,4,4,3,4,0,Minor Delay,0,satisfied
100404,Female,Disloyal Customer,45,Adolescent,Business travel,Business,1011,Short-Haul,3,2,2,5,4,3,4,4,4,3,4,4,5,4,0,Minor Delay,0,neutral or dissatisfied
121453,Male,Disloyal Customer,21,Adolescent,Business travel,Eco,257,Short-Haul,2,0,2,4,5,2,1,5,1,5,1,4,5,5,0,Minor Delay,1,neutral or dissatisfied
21454,Female,Loyal Customer,31,Adolescent,Business travel,Eco,164,Short-Haul,2,3,3,3,2,2,2,2,3,3,3,1,3,2,0,Minor Delay,0,neutral or dissatisfied
15937,Male,Loyal Customer,38,Adolescent,Business travel,Eco,166,Short-Haul,4,3,2,3,4,4,4,4,5,5,4,4,5,4,17,Minor Delay,17,satisfied
70105,Male,Loyal Customer,40,Adolescent,Business travel,Business,2280,Long-Haul,4,4,4,4,3,5,5,5,5,5,5,4,5,5,19,Minor Delay,38,satisfied
47540,Male,Loyal Customer,13,Children,Personal Travel,Eco,590,Short-Haul,5,4,5,2,5,5,5,5,4,4,4,4,4,5,0,Minor Delay,0,satisfied
57561,Female,Loyal Customer,44,Adolescent,Business travel,Business,1597,Long-Haul,2,2,2,2,3,4,4,2,2,2,2,5,2,4,0,Minor Delay,5,satisfied
124103,Female,Loyal Customer,66,Old,Business travel,Business,2264,Long-Haul,3,5,4,5,5,4,4,3,3,3,3,2,3,4,0,Minor Delay,0,neutral or dissatisfied
125736,Female,Loyal Customer,30,Adolescent,Business travel,Eco Plus,814,Short-Haul,5,5,5,5,5,5,5,5,3,2,1,2,3,5,0,Minor Delay,0,satisfied
93362,Male,Loyal Customer,44,Adolescent,Personal Travel,Eco,1024,Short-Haul,3,1,3,3,4,3,4,4,1,1,4,3,3,4,2,Minor Delay,0,neutral or dissatisfied
95429,Female,Loyal Customer,53,Adolescent,Business travel,Business,3276,Long-Haul,0,5,0,4,4,5,4,3,3,3,3,5,3,5,0,Minor Delay,0,satisfied
106943,Female,Loyal Customer,37,Adolescent,Business travel,Business,2567,Long-Haul,2,2,4,2,4,4,4,5,5,5,5,3,5,5,0,Minor Delay,12,satisfied
100691,Female,Loyal Customer,39,Adolescent,Personal Travel,Eco,889,Short-Haul,2,5,2,3,3,2,3,3,3,3,4,3,4,3,38,Moderate Delay,30,neutral or dissatisfied
119948,Male,Disloyal Customer,29,Adolescent,Business travel,Business,1009,Short-Haul,2,2,2,4,3,2,3,3,3,5,4,5,4,3,0,Minor Delay,0,neutral or dissatisfied
15778,Male,Loyal Customer,38,Adolescent,Business travel,Eco,198,Short-Haul,4,5,5,5,4,4,4,4,3,4,4,4,3,4,42,Moderate Delay,65,neutral or dissatisfied
68342,Male,Loyal Customer,59,Adolescent,Business travel,Business,1598,Long-Haul,3,3,3,3,4,3,4,5,5,5,5,3,5,5,0,Minor Delay,0,satisfied
24665,Male,Loyal Customer,19,Adolescent,Personal Travel,Eco,873,Short-Haul,1,0,1,3,4,1,4,4,3,4,4,3,5,4,57,Moderate Delay,65,neutral or dissatisfied
81029,Female,Loyal Customer,39,Adolescent,Business travel,Business,1399,Short-Haul,4,4,2,4,4,4,5,5,5,5,5,3,5,5,16,Minor Delay,4,satisfied
70371,Male,Loyal Customer,22,Adolescent,Personal Travel,Eco,1145,Short-Haul,3,5,3,1,4,3,4,4,5,2,4,5,5,4,0,Minor Delay,10,neutral or dissatisfied
1386,Male,Loyal Customer,50,Adolescent,Personal Travel,Eco Plus,282,Short-Haul,0,4,0,5,4,0,3,4,4,4,4,3,4,4,18,Minor Delay,10,satisfied
35225,Male,Loyal Customer,22,Adolescent,Business travel,Eco,1076,Short-Haul,5,1,1,1,5,5,5,5,3,1,2,2,1,5,47,Moderate Delay,62,satisfied
86204,Male,Loyal Customer,56,Adolescent,Business travel,Business,3927,Long-Haul,4,4,4,4,5,5,5,4,4,4,4,4,4,4,0,Minor Delay,1,satisfied
126370,Male,Loyal Customer,39,Adolescent,Personal Travel,Eco,507,Short-Haul,3,5,4,2,4,4,4,4,5,5,4,3,5,4,0,Minor Delay,0,neutral or dissatisfied
116184,Male,Loyal Customer,29,Adolescent,Personal Travel,Eco,325,Short-Haul,4,3,4,4,5,4,5,5,2,5,4,3,4,5,0,Minor Delay,0,satisfied
89613,Male,Loyal Customer,42,Adolescent,Business travel,Business,3404,Long-Haul,5,5,5,5,3,5,4,5,5,5,5,3,5,3,8,Minor Delay,0,satisfied
99020,Male,Loyal Customer,56,Adolescent,Business travel,Business,2387,Long-Haul,4,4,4,4,2,5,4,3,3,4,3,4,3,3,33,Moderate Delay,21,satisfied
18463,Male,Loyal Customer,27,Adolescent,Business travel,Business,192,Short-Haul,3,3,3,3,4,4,3,4,2,3,2,1,3,4,0,Minor Delay,1,satisfied
